Rk,NAME,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards,Player-additional
181,Royce O'Neale,30,2TM,SF,79,14,1954,214,539,.397,156,422,.370,58,117,.496,.542,24,35,.686,60,317,377,219,59,44,73,174,608,0,0,onealro01
182,Wendell Carter Jr.,24,ORL,C,55,48,1406,223,425,.525,64,171,.374,159,254,.626,.600,93,134,.694,112,269,381,95,35,28,68,121,603,0,0,cartewe01
183,Jalen Smith,23,IND,C,61,14,1047,234,395,.592,61,144,.424,173,251,.689,.670,72,104,.692,112,225,337,63,17,38,44,124,601,0,0,smithja04
185,Paul Reed,24,PHI,C,82,24,1590,259,480,.540,21,57,.368,238,423,.563,.561,61,85,.718,193,295,488,109,67,84,67,198,600,0,0,reedpa01
188,Marvin Bagley III,24,2TM,C,50,25,1053,239,408,.586,9,23,.391,230,385,.597,.597,96,126,.762,130,182,312,55,20,33,59,81,583,0,0,baglema01
189,Isaiah Hartenstein,25,NYK,C,75,49,1896,235,365,.644,1,3,.333,234,362,.646,.645,111,157,.707,244,382,626,188,87,85,93,210,582,0,0,harteis01
190,Dorian Finney-Smith,30,BRK,PF,68,56,1934,215,511,.421,117,336,.348,98,175,.560,.535,33,46,.717,109,208,317,107,56,38,59,150,580,0,0,finnedo01
192,Cameron Payne,29,2TM,PG,78,10,1304,208,481,.432,104,267,.390,104,214,.486,.541,58,67,.866,21,96,117,205,42,11,66,126,578,0,0,payneca01
193,Lonnie Walker IV,25,BRK,SG,58,0,1011,208,492,.423,104,271,.384,104,221,.471,.528,45,59,.763,13,114,127,74,32,20,51,71,565,0,0,walkelo01
194,Precious Achiuwa,24,2TM,PF,74,18,1624,235,469,.501,26,97,.268,209,372,.562,.529,69,112,.616,191,296,487,97,46,68,83,143,565,0,0,achiupr01
195,Al Horford,37,BOS,C,65,33,1740,214,419,.511,108,258,.419,106,161,.658,.640,26,30,.867,82,331,413,168,38,62,48,93,562,0,0,horfoal01
196,Miles McBride,23,NYK,PG,68,14,1328,205,454,.452,109,266,.410,96,188,.511,.572,43,50,.860,31,69,100,114,50,7,30,108,562,0,0,mcbrimi01
197,Onyeka Okongwu,23,ATL,C,55,8,1405,223,365,.611,23,69,.333,200,296,.676,.642,92,116,.793,145,231,376,74,26,60,45,162,561,0,0,okongon01
199,Dalano Banton,24,2TM,PG,54,9,1047,202,500,.404,59,199,.296,143,301,.475,.463,94,120,.783,41,137,178,127,33,20,77,64,557,0,0,bantoda01
201,Jakob Poeltl,28,TOR,C,50,50,1319,248,378,.656,0,0,0,248,378,.656,.656,59,107,.551,146,283,429,127,35,76,77,149,555,0,0,poeltja01
202,Aaron Wiggins,25,OKC,SG,78,4,1228,212,377,.562,62,126,.492,150,251,.598,.645,56,71,.789,60,126,186,86,56,19,56,91,542,0,0,wiggiaa01
204,Moses Moody,21,GSW,SG,66,9,1156,194,420,.462,72,200,.360,122,220,.555,.548,73,93,.785,65,131,196,57,42,24,44,90,533,0,0,moodymo01
205,Chris Paul,38,GSW,PG,58,18,1531,206,467,.441,78,210,.371,128,257,.498,.525,43,52,.827,18,207,225,393,70,6,76,108,533,0,0,paulch01
210,LaMelo Ball,22,CHO,PG,22,22,711,183,423,.433,70,197,.355,113,226,.500,.515,90,104,.865,29,84,113,176,40,4,83,79,526,1,0,ballla01
214,Talen Horton-Tucker,23,UTA,PG,51,11,1009,184,465,.396,60,182,.330,124,283,.438,.460,88,109,.807,21,100,121,177,45,19,65,94,516,0,0,hortota01
216,Aaron Holiday,27,HOU,PG,78,1,1269,186,417,.446,84,217,.387,102,200,.510,.547,58,63,.921,23,100,123,140,42,6,53,125,514,0,0,holidaa01
219,Jeff Green,37,HOU,PF,78,6,1307,167,366,.456,53,160,.331,114,206,.553,.529,122,149,.819,46,132,178,70,16,31,46,100,509,0,0,greenje02
220,Kyle Anderson,30,MIN,PF,79,10,1782,199,433,.460,11,48,.229,188,385,.488,.472,97,137,.708,60,213,273,331,71,47,91,128,506,0,0,anderky01
222,Isaiah Stewart,22,DET,PF,46,45,1423,186,382,.487,67,175,.383,119,207,.575,.575,64,85,.753,74,231,305,73,17,38,66,99,503,0,0,stewais01
223,Gordon Hayward,33,2TM,SF,51,28,1245,187,403,.464,37,90,.411,150,313,.479,.510,89,120,.742,38,143,181,158,40,13,66,67,500,0,0,haywago01
224,Cedi Osman,28,SAS,SF,72,3,1269,184,384,.479,86,221,.389,98,163,.601,.591,35,52,.673,25,155,180,119,36,11,47,107,489,0,0,osmande01
225,Zach LaVine,28,CHI,SG,25,23,872,170,376,.452,59,169,.349,111,207,.536,.531,88,103,.854,8,121,129,98,21,8,52,57,487,0,0,lavinza01
226,Kyle Lowry,37,2TM,PG,60,55,1690,163,377,.432,98,250,.392,65,127,.512,.562,63,75,.840,34,160,194,253,59,21,85,146,487,0,0,lowryky01
227,Kevin Love,35,MIA,PF,55,5,924,158,359,.440,84,244,.344,74,115,.643,.557,85,108,.787,59,279,338,115,18,10,48,97,485,0,0,loveke01
228,Sam Merrill,27,CLE,SG,61,1,1069,158,393,.402,143,354,.404,15,39,.385,.584,26,28,.929,22,98,120,108,19,4,19,72,485,0,0,merrisa01
230,Draymond Green,33,GSW,PF,55,52,1490,185,372,.497,51,129,.395,134,243,.551,.566,54,74,.730,76,322,398,332,55,47,135,166,475,1,0,greendr01
231,Josh Green,23,DAL,SG,57,33,1505,179,374,.479,72,187,.385,107,187,.572,.575,39,57,.684,40,144,184,130,47,9,60,107,469,0,0,greenjo02
232,Naji Marshall,26,NOP,SF,66,1,1257,170,367,.463,58,150,.387,112,217,.516,.542,68,86,.791,53,187,240,128,49,12,65,91,466,0,0,marshna01
233,Amir Coffey,26,LAC,SF,70,13,1460,166,352,.472,70,184,.380,96,168,.571,.571,61,71,.859,29,119,148,76,41,14,33,102,463,0,0,coffeam01
235,Patrick Beverley,35,2TM,PG,73,13,1462,158,379,.417,61,181,.337,97,198,.490,.497,74,90,.822,49,190,239,212,43,31,65,128,451,0,0,beverpa01
237,Trendon Watford,23,BRK,PF,63,2,856,164,311,.527,27,68,.397,137,243,.564,.571,77,97,.794,52,142,194,81,23,19,63,106,432,0,0,watfotr01
238,Luke Kennard,27,MEM,SG,39,22,999,141,315,.448,107,238,.450,34,77,.442,.617,40,45,.889,11,102,113,136,20,2,54,39,429,0,0,kennalu01
239,Patrick Williams,22,CHI,PF,43,30,1174,159,359,.443,59,148,.399,100,211,.474,.525,52,66,.788,46,120,166,66,40,33,57,87,429,0,0,willipa01
240,Pat Connaughton,31,MIL,SF,76,3,1676,151,347,.435,82,238,.345,69,109,.633,.553,44,58,.759,51,188,239,161,40,19,49,99,428,0,0,connapa01
242,Josh Richardson,30,MIA,SG,43,6,1103,154,347,.444,66,190,.347,88,157,.561,.539,51,54,.944,18,103,121,105,24,14,36,76,425,0,0,richajo01
245,De'Anthony Melton,25,PHI,SG,38,33,1023,139,360,.386,77,214,.360,62,146,.425,.493,66,79,.835,28,113,141,114,60,16,39,84,421,0,0,meltode01
246,Ziaire Williams,22,MEM,SF,51,15,1038,150,378,.397,58,189,.307,92,189,.487,.474,62,75,.827,35,145,180,75,36,9,66,85,420,0,0,willizi02
247,Trey Lyles,28,SAC,PF,58,0,1158,143,321,.445,84,219,.384,59,102,.578,.576,49,70,.700,61,196,257,72,17,19,38,86,419,0,0,lylestr01
248,Day'Ron Sharpe,22,BRK,C,61,1,921,168,294,.571,4,15,.267,164,279,.588,.578,75,123,.610,161,228,389,85,24,44,70,131,415,0,0,sharpda01
249,Haywood Highsmith,27,MIA,PF,66,26,1366,153,329,.465,76,192,.396,77,137,.562,.581,23,36,.639,65,145,210,70,53,30,34,117,405,0,0,highsha01
250,Jose Alvarado,25,NOP,PG,56,0,1028,142,345,.412,78,207,.377,64,138,.464,.525,35,52,.673,25,103,128,117,59,15,40,89,397,0,6MOY-6,alvarjo01
252,Isaiah Jackson,22,IND,C,59,3,771,155,233,.665,0,4,.000,155,229,.677,.665,73,102,.716,94,144,238,50,34,61,39,137,383,0,0,jacksis01
253,Tre Mann,22,2TM,PG,41,28,987,145,316,.459,47,126,.373,98,190,.516,.533,45,59,.763,20,129,149,165,51,3,65,48,382,0,0,manntr01
254,Malachi Flynn,25,3TM,PG,69,0,876,136,325,.418,56,169,.331,80,156,.513,.505,52,71,.732,21,93,114,130,38,8,63,66,380,0,0,flynnma01
255,Drew Eubanks,26,PHO,C,75,6,1169,152,253,.601,3,3,1.000,149,250,.596,.607,72,93,.774,103,219,322,63,27,61,61,115,379,0,0,eubandr01
257,Davion Mitchell,25,SAC,PG,72,4,1101,146,323,.452,57,158,.361,89,165,.539,.540,30,42,.714,19,76,95,134,17,3,43,85,379,0,0,mitchda01
259,Daniel Theis,31,2TM,C,60,3,1015,156,293,.532,26,71,.366,130,222,.586,.577,38,50,.760,85,159,244,61,21,51,42,127,376,0,0,theisda01
260,Gary Harris,29,ORL,SG,54,27,1297,131,297,.441,76,205,.371,55,92,.598,.569,34,45,.756,24,67,91,87,49,14,31,91,372,0,0,harriga01
261,Dennis Smith Jr.,26,BRK,PG,56,2,1059,147,338,.435,32,109,.294,115,229,.502,.482,43,58,.741,50,114,164,203,68,12,68,121,369,0,0,smithde03
262,Jordan Goodwin,25,2TM,PG,57,12,1055,141,382,.369,42,141,.298,99,241,.411,.424,44,59,.746,88,165,253,155,48,18,56,76,368,0,0,goodwjo01
263,Jordan Nwora,25,2TM,SF,52,1,712,138,299,.462,44,131,.336,94,168,.560,.535,44,53,.830,28,121,149,62,26,13,53,48,364,0,0,nworajo01
264,Quentin Grimes,23,2TM,SG,51,18,1025,122,328,.372,81,240,.338,41,88,.466,.495,34,45,.756,15,85,100,66,35,7,28,75,359,0,0,grimequ01
265,Jevon Carter,28,CHI,PG,72,0,1004,138,365,.378,77,234,.329,61,131,.466,.484,4,7,.571,11,49,60,94,37,16,36,71,357,0,0,carteje01
266,Kris Dunn,29,UTA,PG,66,32,1249,147,313,.470,41,111,.369,106,202,.525,.535,22,32,.688,50,139,189,254,68,28,79,135,357,0,0,dunnkr01
268,Matisse Thybulle,26,POR,SF,65,19,1487,126,317,.397,80,231,.346,46,86,.535,.524,22,29,.759,30,106,136,90,113,49,40,93,354,0,0,thybuma01
270,Doug McDermott,32,2TM,SF,64,0,904,123,284,.433,94,229,.410,29,55,.527,.599,11,19,.579,10,49,59,70,16,2,28,64,351,0,0,mcderdo01
271,Larry Nance Jr.,31,NOP,C,61,0,1216,138,241,.573,27,65,.415,111,176,.631,.629,47,61,.770,94,213,307,113,61,19,49,98,350,0,0,nancela02
272,Christian Wood,28,LAL,PF,50,1,872,123,264,.466,35,114,.307,88,150,.587,.532,66,94,.702,39,215,254,49,16,33,50,72,347,0,0,woodch01
273,Markelle Fultz,25,ORL,PG,43,18,910,154,326,.472,4,18,.222,150,308,.487,.479,23,33,.697,56,82,138,120,42,15,50,65,335,0,0,fultzma01
274,Luke Kornet,28,BOS,C,63,7,983,142,203,.700,1,1,1.000,141,202,.698,.702,49,54,.907,118,143,261,67,23,61,21,77,334,0,0,kornelu01
275,Kevon Looney,27,GSW,C,74,36,1195,139,233,.597,0,1,.000,139,232,.599,.597,56,83,.675,143,276,419,133,28,29,50,155,334,0,0,looneke01
276,Chimezie Metu,26,2TM,C,51,12,859,123,244,.504,28,94,.298,95,150,.633,.561,58,64,.906,41,153,194,46,43,16,52,71,332,0,0,metuch01
277,Landry Shamet,26,WAS,SG,46,5,726,118,274,.431,53,157,.338,65,117,.556,.527,38,46,.826,16,46,62,54,25,10,30,76,327,0,0,shamela01
278,Garrison Mathews,27,ATL,SG,66,5,992,103,226,.456,85,193,.440,18,33,.545,.644,34,42,.810,17,75,92,37,20,8,19,115,325,0,0,mathega01
279,Kenrich Williams,29,OKC,PF,69,1,1029,131,280,.468,56,141,.397,75,139,.540,.568,7,14,.500,61,148,209,93,38,9,32,101,325,0,0,willike04
280,Chris Boucher,31,TOR,PF,50,0,705,110,217,.507,31,94,.330,79,123,.642,.578,71,92,.772,62,145,207,23,14,24,28,68,322,0,0,bouchch01
281,Nicolas Batum,35,2TM,PF,60,38,1529,116,256,.453,73,185,.395,43,71,.606,.596,15,21,.714,70,178,248,128,48,38,40,109,320,0,0,batumni01
283,Marcus Morris,34,2TM,PF,49,7,817,116,264,.439,48,119,.403,68,145,.469,.530,36,44,.818,23,111,134,36,15,13,30,74,316,0,0,morrima03
284,Jae Crowder,33,MIL,PF,50,25,1156,114,270,.422,58,166,.349,56,104,.538,.530,26,36,.722,31,130,161,66,38,9,23,74,312,0,0,crowdja01
285,Goga Bitadze,24,ORL,C,62,33,957,126,209,.603,2,14,.143,124,195,.636,.608,57,87,.655,109,177,286,79,32,72,44,107,311,0,0,bitadgo01
287,Torrey Craig,33,CHI,SF,53,14,1049,108,251,.430,60,153,.392,48,98,.490,.550,27,36,.750,69,148,217,58,30,21,32,110,303,0,0,craigto01
288,Jaxson Hayes,23,LAL,C,70,5,877,126,175,.720,0,8,.000,126,167,.754,.720,51,82,.622,69,142,211,33,34,29,43,123,303,0,0,hayesja02
291,Joe Ingles,36,ORL,SF,68,0,1169,99,227,.436,70,161,.435,29,66,.439,.590,28,34,.824,18,124,142,203,43,5,67,88,296,0,0,inglejo01
293,Dean Wade,27,CLE,PF,54,32,1108,96,232,.414,79,202,.391,17,30,.567,.584,20,26,.769,37,181,218,43,40,25,20,93,291,0,0,wadede01
294,Dāvis Bertāns,31,2TM,PF,43,1,674,92,234,.393,76,200,.380,16,34,.471,.556,30,33,.909,9,52,61,35,26,12,18,56,290,0,0,bertada01
295,Killian Hayes,22,DET,PG,42,31,1008,117,283,.413,22,74,.297,95,209,.455,.452,33,50,.660,11,108,119,205,36,20,51,75,289,0,0,hayeski01
296,Marcus Smart,29,MEM,PG,20,20,605,102,237,.430,42,134,.313,60,103,.583,.519,43,56,.768,6,47,53,86,41,5,62,53,289,0,0,smartma01
299,Xavier Tillman Sr.,25,2TM,PF,54,15,974,121,279,.434,20,81,.247,101,198,.510,.470,22,50,.440,70,141,211,77,51,44,34,75,284,0,0,tillmxa01
300,Bruno Fernando,25,ATL,C,45,2,682,109,187,.583,0,4,.000,109,183,.596,.583,64,96,.667,59,134,193,46,25,28,44,107,282,0,0,fernabr01
302,Josh Okogie,25,PHO,SG,60,11,960,86,206,.417,29,94,.309,57,112,.509,.488,76,102,.745,74,80,154,64,48,24,36,68,277,0,0,okogijo01
304,Jock Landale,28,HOU,C,56,3,763,106,206,.515,10,40,.250,96,166,.578,.539,52,65,.800,88,84,172,65,20,33,31,74,274,0,0,landajo01
305,Lamar Stevens,26,2TM,PF,38,3,559,108,240,.450,14,46,.304,94,194,.485,.479,42,54,.778,36,91,127,28,23,22,24,45,272,0,0,stevela01
308,Jae'Sean Tate,28,HOU,SF,65,9,1031,108,229,.472,23,77,.299,85,152,.559,.522,26,39,.667,61,136,197,64,42,15,37,137,265,0,0,tateja01
309,Cam Reddish,24,LAL,SF,48,26,984,91,234,.389,37,110,.336,54,124,.435,.468,41,54,.759,27,72,99,48,47,14,31,64,260,0,0,reddica01
310,Bones Hyland,23,LAC,PG,37,5,540,97,251,.386,44,135,.326,53,116,.457,.474,18,23,.783,5,50,55,93,26,4,44,51,256,0,0,hylanbo01
311,Mo Bamba,25,PHI,C,57,17,740,97,198,.490,25,64,.391,72,134,.537,.553,34,50,.680,77,161,238,41,22,60,39,101,253,0,0,bambamo01
315,Jared Butler,23,WAS,SG,40,0,566,98,201,.488,24,78,.308,74,123,.602,.547,31,36,.861,9,49,58,126,29,8,50,58,251,0,0,butleja02
316,Troy Brown Jr.,24,2TM,SF,59,15,827,84,226,.372,47,141,.333,37,85,.435,.476,32,37,.865,25,119,144,60,24,3,30,42,247,0,0,browntr01
317,Mason Plumlee,33,LAC,C,46,11,674,87,153,.569,0,6,.000,87,147,.592,.569,70,99,.707,60,174,234,55,14,17,36,68,244,0,0,plumlma01
320,Gary Payton II,31,GSW,SG,44,0,680,103,183,.563,20,55,.364,83,128,.648,.617,14,23,.609,46,67,113,48,39,18,27,77,240,0,0,paytoga02
321,John Konchar,27,MEM,SF,55,23,1173,88,208,.423,38,120,.317,50,88,.568,.514,21,25,.840,72,185,257,110,51,51,46,76,235,0,0,konchjo01
322,Justin Holiday,34,DEN,SG,58,9,862,88,194,.454,55,136,.404,33,58,.569,.595,3,4,.750,9,62,71,67,36,9,14,69,234,0,0,holidju01
323,Chris Duarte,26,SAC,SF,59,11,719,80,210,.381,44,127,.346,36,83,.434,.486,26,33,.788,26,80,106,44,28,8,26,80,230,0,0,duartch01
325,Ja Morant,24,MEM,PG,9,9,318,80,170,.471,14,51,.275,66,119,.555,.512,52,64,.813,6,44,50,73,7,5,27,19,226,0,0,moranja01
326,Seth Curry,33,2TM,SG,44,4,616,80,204,.392,38,108,.352,42,96,.438,.485,28,31,.903,18,50,68,44,22,6,21,39,226,0,0,curryse01
328,KJ Martin,23,2TM,SF,60,2,746,97,181,.536,8,28,.286,89,153,.582,.558,22,41,.537,41,90,131,51,22,12,32,100,224,0,0,martike04
329,Bol Bol,24,PHO,PF,43,0,469,93,151,.616,22,52,.423,71,99,.717,.689,15,19,.789,32,105,137,17,10,25,19,42,223,0,0,bolbo01
330,Kevin Knox,24,DET,SF,31,11,560,86,186,.462,31,94,.330,55,92,.598,.546,20,22,.909,18,57,75,23,13,7,22,50,223,0,0,knoxke01
331,Omer Yurtseven,25,UTA,C,48,12,545,99,184,.538,5,24,.208,94,160,.588,.552,19,28,.679,72,136,208,29,8,18,37,52,222,0,0,yurtsom01
332,Evan Fournier,31,2TM,SG,32,0,580,79,221,.357,33,130,.254,46,91,.505,.432,29,36,.806,5,53,58,48,29,7,21,48,220,0,0,fournev01
333,Thomas Bryant,26,MIA,C,38,4,441,86,149,.577,4,22,.182,82,127,.646,.591,41,47,.872,40,101,141,23,10,16,21,46,217,0,0,bryanth01
334,Shake Milton,27,3TM,SG,48,0,581,79,195,.405,18,64,.281,61,131,.466,.451,40,49,.816,14,61,75,60,19,6,31,54,216,0,0,miltosh01
338,Cody Martin,28,CHO,SF,28,22,753,82,215,.381,27,86,.314,55,129,.426,.444,20,33,.606,19,90,109,104,32,18,44,48,211,0,0,martico01
339,Delon Wright,31,2TM,PG,47,1,742,74,188,.394,25,68,.368,49,120,.408,.460,37,45,.822,19,67,86,119,54,11,14,32,210,0,0,wrighde01
340,Dwight Powell,32,DAL,C,63,9,836,72,106,.679,1,3,.333,71,103,.689,.684,63,89,.708,97,117,214,84,26,20,32,113,208,0,0,poweldw01
341,Eugene Omoruyi,26,WAS,SF,43,0,393,81,167,.485,13,46,.283,68,121,.562,.524,32,49,.653,35,50,85,35,27,5,21,62,207,0,0,omorueu01
342,Oshae Brissett,25,BOS,SF,55,1,630,68,153,.444,15,55,.273,53,98,.541,.493,50,83,.602,61,99,160,44,19,8,20,54,201,0,0,brissos01
343,JT Thor,21,CHO,PF,63,3,781,80,183,.437,28,81,.346,52,102,.510,.514,11,20,.550,43,103,146,29,11,27,15,60,199,0,0,thorjt01
344,Richaun Holmes,30,2TM,C,40,10,555,82,147,.558,1,3,.333,81,144,.563,.561,34,47,.723,71,111,182,25,11,19,24,74,199,0,0,holmeri01
345,Keita Bates-Diop,28,2TM,SF,53,8,665,72,166,.434,21,69,.304,51,97,.526,.497,32,42,.762,31,79,110,38,25,22,15,35,197,0,0,bateske01
346,Jordan McLaughlin,27,MIN,PG,56,0,626,70,145,.483,42,89,.472,28,56,.500,.628,13,18,.722,18,54,72,110,35,7,19,31,195,0,0,mclaujo01
347,Maxi Kleber,32,DAL,C,43,7,871,63,146,.432,32,92,.348,31,54,.574,.541,33,47,.702,30,113,143,68,17,30,28,79,191,0,0,klebima01
348,Derrick Rose,35,MEM,PG,24,7,399,76,165,.461,15,41,.366,61,124,.492,.506,24,27,.889,7,38,45,78,8,2,31,21,191,0,0,rosede01
349,Sandro Mamukelashvili,24,SAS,C,46,5,451,73,155,.471,19,64,.297,54,91,.593,.532,25,34,.735,45,102,147,49,7,12,19,35,190,0,0,mamuksa01
350,Anthony Gill,31,WAS,PF,50,3,466,75,160,.469,10,41,.244,65,119,.546,.500,29,36,.806,37,57,94,34,13,11,23,48,189,0,0,gillan01
351,Zeke Nnaji,23,DEN,PF,58,0,576,69,149,.463,6,23,.261,63,126,.500,.483,42,62,.677,61,65,126,32,15,38,27,81,186,0,0,nnajize01
352,JaVale McGee,36,SAC,C,46,0,339,79,132,.598,1,7,.143,78,125,.624,.602,26,45,.578,42,84,126,17,14,20,34,46,185,0,0,mcgeeja01
355,Bismack Biyombo,31,2TM,C,40,27,791,74,131,.565,0,0,0,74,131,.565,.565,26,54,.481,62,147,209,53,11,37,42,89,174,0,0,biyombi01
358,Mitchell Robinson,25,NYK,C,31,21,768,73,127,.575,0,0,0,73,127,.575,.575,27,66,.409,142,121,263,18,37,35,25,55,173,0,0,robinmi01
360,Jalen McDaniels,26,TOR,SF,50,1,538,65,189,.344,12,71,.169,53,118,.449,.376,27,37,.730,18,61,79,37,19,6,30,52,169,0,0,mcdanja01
362,Brandon Boston Jr.,22,LAC,SF,32,0,345,65,161,.404,14,52,.269,51,109,.468,.447,23,33,.697,19,33,52,13,11,8,24,40,167,0,0,bostobr01
364,Monte Morris,28,2TM,PG,33,0,476,62,153,.405,27,70,.386,35,83,.422,.493,13,19,.684,7,50,57,69,19,9,7,14,164,0,0,morrimo01
365,Jaden Springer,21,2TM,SG,49,2,507,59,148,.399,10,48,.208,49,100,.490,.432,35,42,.833,33,45,78,44,36,15,34,66,163,0,0,sprinja01
366,Svi Mykhailiuk,26,BOS,SF,41,2,413,57,137,.416,42,108,.389,15,29,.517,.569,6,9,.667,11,40,51,35,11,1,12,19,162,0,0,mykhasv01
368,Mike Muscala,32,3TM,C,53,6,600,56,156,.359,28,96,.292,28,60,.467,.449,17,25,.680,39,86,125,36,9,13,22,52,157,0,0,muscami01
370,Skylar Mays,26,2TM,SG,38,5,433,63,159,.396,16,54,.296,47,105,.448,.447,13,17,.765,10,33,43,85,21,4,20,26,155,0,0,mayssk01
371,Neemias Queta,24,BOS,C,28,0,333,67,104,.644,0,0,0,67,104,.644,.644,20,28,.714,53,69,122,20,13,21,13,50,154,0,0,quetane01
374,Nassir Little,23,PHO,SF,45,2,458,57,124,.460,21,70,.300,36,54,.667,.544,17,20,.850,14,61,75,21,10,10,14,39,152,0,0,littlna01
375,Matt Ryan,26,NOP,SF,28,1,390,49,113,.434,41,91,.451,8,22,.364,.615,13,14,.929,6,34,40,18,6,1,19,32,152,0,0,ryanma01
376,Jarred Vanderbilt,24,LAL,PF,29,6,581,59,114,.518,8,27,.296,51,87,.586,.553,24,36,.667,41,97,138,36,36,5,28,43,150,0,0,vandeja01
377,Aleksej Pokusevski,22,2TM,PF,28,0,405,49,121,.405,18,55,.327,31,66,.470,.479,30,41,.732,17,72,89,35,15,13,19,22,146,0,0,pokusal01
379,Danuel House Jr.,30,PHI,SF,34,4,509,47,105,.448,15,50,.300,32,55,.582,.519,35,46,.761,16,42,58,28,15,5,19,45,144,0,0,houseda01
381,DeAndre Jordan,35,DEN,C,36,2,396,58,93,.624,0,0,0,58,93,.624,.624,26,53,.491,54,103,157,26,6,16,23,56,142,0,0,jordade01
382,Ish Smith,35,CHO,PG,43,5,741,66,158,.418,4,8,.500,62,150,.413,.430,3,4,.750,11,65,76,145,17,4,47,49,139,0,0,smithis01
383,Lindy Waters III,26,OKC,SG,38,0,280,49,104,.471,37,85,.435,12,19,.632,.649,2,2,1.000,7,33,40,24,5,7,7,23,137,0,0,waterli01
384,Thaddeus Young,35,2TM,PF,33,6,439,65,108,.602,1,7,.143,64,101,.634,.606,6,15,.400,46,57,103,57,23,5,15,49,137,0,0,youngth01
386,Vit Krejci,23,ATL,PG,22,14,541,51,104,.490,28,68,.412,23,36,.639,.625,5,6,.833,11,41,52,50,13,6,20,48,135,0,0,krejcvi01
390,Robert Covington,33,2TM,PF,29,6,488,43,98,.439,19,56,.339,24,42,.571,.536,22,26,.846,31,66,97,24,39,18,11,56,127,0,0,covinro01
391,Patty Mills,35,2TM,PG,32,5,415,46,131,.351,24,87,.276,22,44,.500,.443,11,11,1.000,9,26,35,34,20,1,16,32,127,0,0,millspa02
394,Alex Len,30,SAC,C,48,0,444,50,81,.617,0,3,.000,50,78,.641,.617,20,34,.588,46,82,128,50,11,33,27,66,120,0,0,lenal01
396,Yuta Watanabe,29,2TM,SF,34,0,464,41,116,.353,25,85,.294,16,31,.516,.461,10,17,.588,11,43,54,15,12,7,19,39,117,0,0,watanyu01
398,Jeremiah Robinson-Earl,23,NOP,PF,39,1,334,45,95,.474,13,39,.333,32,56,.571,.542,12,16,.750,23,53,76,21,10,4,16,24,115,0,0,robinje02
399,Devonte' Graham,28,SAS,PG,23,0,313,38,108,.352,25,83,.301,13,25,.520,.468,13,16,.813,5,31,36,49,9,2,17,14,114,0,0,grahade01
400,Isaiah Livers,25,DET,PF,23,6,469,40,116,.345,22,77,.286,18,39,.462,.440,12,18,.667,15,33,48,25,13,5,16,43,114,0,0,liveris01
401,Javonte Green,30,CHI,SF,9,5,230,45,75,.600,10,27,.370,35,48,.729,.667,10,13,.769,20,47,67,5,10,8,7,19,110,0,0,greenja02
402,Wesley Matthews,37,ATL,SG,36,3,413,34,97,.351,24,69,.348,10,28,.357,.474,18,24,.750,9,44,53,23,16,11,8,43,110,0,0,matthwe02
403,Damian Jones,28,CLE,C,39,0,270,43,72,.597,3,14,.214,40,58,.690,.618,18,21,.857,20,42,62,15,7,13,13,27,107,0,0,jonesda03
404,Chuma Okeke,25,ORL,SF,47,8,432,40,112,.357,23,82,.280,17,30,.567,.460,4,7,.571,18,62,80,20,9,7,16,19,107,0,0,okekech01
406,Luka Garza,25,MIN,C,25,0,122,36,75,.480,9,32,.281,27,43,.628,.540,18,25,.720,19,12,31,4,4,1,6,24,99,0,0,garzalu01
409,Reggie Bullock,32,HOU,SF,44,0,417,34,82,.415,27,67,.403,7,15,.467,.579,1,1,1.000,6,67,73,15,12,5,10,29,96,0,0,bullore01
411,Kessler Edwards,23,SAC,SF,54,0,275,34,82,.415,20,52,.385,14,30,.467,.537,5,9,.556,9,33,42,15,10,4,4,26,93,0,0,edwarke02
413,Jericho Sims,25,NYK,C,45,11,585,38,55,.691,0,0,0,38,55,.691,.691,16,24,.667,56,91,147,25,8,19,16,45,92,0,0,simsje01
415,Justin Champagnie,22,WAS,SF,15,1,235,32,78,.410,13,45,.289,19,33,.576,.494,12,15,.800,19,34,53,19,10,9,10,14,89,0,0,champju01
417,Kira Lewis Jr.,22,3TM,PG,28,0,265,34,92,.370,4,33,.121,30,59,.508,.391,17,20,.850,9,17,26,37,9,2,14,13,89,0,0,lewiski01
418,Furkan Korkmaz,26,PHI,SG,35,0,300,30,76,.395,14,40,.350,16,36,.444,.487,14,20,.700,4,26,30,25,14,3,10,17,88,0,0,korkmfu01
419,Garrett Temple,37,TOR,SG,27,2,289,29,78,.372,12,40,.300,17,38,.447,.449,18,22,.818,18,27,45,28,12,3,14,28,88,0,0,templga01
422,Trent Forrest,25,ATL,SG,38,0,414,34,90,.378,2,10,.200,32,80,.400,.389,13,17,.765,11,40,51,92,11,3,20,25,83,0,0,forretr01
426,Jaylen Nowell,24,2TM,SG,13,1,214,34,78,.436,6,29,.207,28,49,.571,.474,7,9,.778,6,18,24,19,4,2,7,15,81,0,0,nowelja01
429,Cody Zeller,31,NOP,C,43,0,320,26,62,.419,1,3,.333,25,59,.424,.427,23,38,.605,48,64,112,39,9,5,16,45,76,0,0,zelleco01
